Date(UTC),AreaDisplayName,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2022-09-18,France (FR),253.81,199.85,138.53,187.91,197.14,157.46,187.51,241.81,226.8,162.56,141.28,85.7,84.92,61.01,84.58,158.58,241.2,295.25,345.1,289.55,295.27,253.97,180.97,157.0
2022-09-19,France (FR),222.96,196.9,160.02,212.1,348.6,402.0,415.38,367.92,328.36,355.16,336.74,326.5,331.59,329.16,270.3,350.0,407.43,442.05,420.05,375.0,342.68,296.69,261.77,260.1
2022-09-20,France (FR),281.59,262.47,260.1,278.3,375.0,433.0,464.9,457.98,387.2,372.88,346.63,346.56,346.56,346.56,371.83,414.99,469.05,580.61,567.73,429.9,388.2,360.0,310.3,299.58
2022-09-21,France (FR),299.54,299.58,297.28,332.18,403.24,534.75,515.85,424.84,375.88,358.99,356.99,319.86,300.14,318.15,350.11,389.45,470.0,574.51,490.53,403.66,370.0,349.39,373.07,339.41
2022-09-22,France (FR),330.08,310.94,322.2,360.0,435.1,536.03,511.74,448.37,392.44,410.0,355.17,357.66,368.35,354.32,379.84,437.74,489.09,600.0,510.0,418.38,396.34,378.69,352.56,332.87
2022-09-23,France (FR),312.58,300.48,303.12,324.57,410.66,462.75,473.61,467.5,406.83,401.99,400.07,397.28,397.28,406.12,411.23,422.09,460.13,485.37,450.76,406.61,396.02,397.19,377.94,344.12
2022-09-24,France (FR),312.03,307.23,306.29,317.26,347.99,373.81,371.99,375.5,369.93,363.49,347.96,298.29,299.0,317.11,357.0,374.54,410.63,440.78,413.39,372.96,362.73,314.97,268.66,230.0
2022-09-25,France (FR),215.24,215.16,194.4,197.6,228.14,239.9,278.74,291.6,261.38,258.68,250.16,226.11,205.13,209.59,250.39,328.13,380.09,412.26,394.11,369.97,348.17,294.43,248.77,179.85
2022-09-26,France (FR),161.92,131.81,126.43,173.2,327.95,393.43,398.3,336.54,315.64,301.7,268.96,192.76,227.07,207.67,218.23,315.21,390.82,422.6,396.58,329.7,325.89,263.91,190.95,180.24
2022-09-27,France (FR),169.8,151.3,167.35,222.81,379.28,430.24,503.47,680.0,558.0,520.0,386.47,349.57,300.55,297.93,316.88,365.66,389.26,432.27,408.23,351.43,333.69,319.71,306.42,275.78
2022-09-28,France (FR),245.94,242.98,273.77,307.13,383.17,472.63,500.38,453.1,434.76,406.74,383.62,369.95,369.95,366.91,384.98,435.59,510.0,640.42,510.0,419.99,372.61,361.8,351.45,336.51
2022-09-29,France (FR),326.14,315.19,320.0,345.53,440.07,569.93,585.0,674.4,584.6,558.86,535.36,503.77,509.0,484.0,426.8,445.01,523.19,605.0,520.0,424.99,397.03,374.46,349.44,336.1
2022-09-30,France (FR),325.03,322.42,324.8,348.44,429.99,524.0,559.91,551.71,421.25,411.7,415.44,286.02,263.46,267.38,244.96,298.85,357.41,382.39,328.49,221.09,201.33,155.72,167.0,103.8
2022-10-01,France (FR),90.56,77.64,50.25,71.99,90.56,98.37,128.3,135.99,127.71,121.58,100.15,85.11,72.72,74.87,81.57,137.8,195.05,226.62,218.65,188.89,170.25,147.71,185.04,135.25
2022-10-02,France (FR),159.94,99.18,125.31,150.2,177.7,248.66,154.07,152.54,124.83,138.98,138.67,99.05,88.0,96.08,160.04,206.23,288.16,425.18,415.88,339.19,327.16,275.14,209.93,187.0
2022-10-03,France (FR),230.0,190.28,194.29,197.7,360.29,311.22,397.36,360.02,276.15,287.01,306.02,210.06,288.37,177.89,218.95,329.76,391.11,473.04,379.85,321.3,318.42,288.98,239.08,200.97
2022-10-04,France (FR),218.6,169.1,187.69,196.92,329.97,427.5,497.39,441.8,343.2,289.98,270.19,161.38,223.09,228.11,216.89,355.44,381.05,600.0,374.67,277.21,233.13,254.95,217.75,273.96
2022-10-05,France (FR),201.17,145.5,128.5,150.12,201.46,246.27,267.84,274.23,179.2,205.66,210.16,192.9,215.97,197.5,170.23,220.09,232.42,336.11,283.96,252.08,248.84,271.95,203.6,193.35
2022-10-06,France (FR),187.12,174.26,183.5,201.0,253.83,340.0,400.0,380.0,261.78,226.03,252.93,201.0,201.91,207.24,223.9,269.48,351.0,424.3,349.99,232.3,220.76,203.6,228.22,226.0
2022-10-07,France (FR),182.01,197.11,151.0,214.91,274.28,379.41,386.61,350.17,281.43,270.22,255.89,241.07,253.86,262.4,266.83,295.35,297.21,436.59,303.03,274.28,267.99,230.58,187.85,158.03
2022-10-08,France (FR),143.08,144.68,147.49,148.08,209.38,188.8,181.45,268.38,232.98,266.03,273.84,240.66,203.38,143.42,165.23,178.19,254.01,339.69,296.08,255.05,278.05,261.11,216.13,195.02
2022-10-09,France (FR),190.83,162.1,141.95,147.12,153.0,195.68,196.7,150.85,116.0,89.63,138.78,78.94,75.48,84.02,135.39,196.83,277.9,285.14,230.51,214.83,190.0,180.14,194.71,176.97
2022-10-10,France (FR),148.3,133.97,102.84,141.4,198.7,227.26,267.35,290.12,247.14,235.81,286.5,231.08,156.77,166.99,169.1,215.91,255.22,298.03,270.0,220.0,200.05,159.34,182.04,174.3
2022-10-11,France (FR),174.3,171.54,170.8,174.21,262.6,320.95,351.03,302.44,272.41,259.01,247.63,225.03,217.66,235.84,260.64,323.9,443.96,485.57,402.94,295.02,262.03,258.54,236.57,222.21
2022-10-12,France (FR),208.41,198.99,219.9,238.34,302.77,472.08,483.88,348.15,283.71,269.03,244.37,236.0,226.63,225.84,241.62,295.09,378.4,479.97,341.0,273.02,244.37,228.57,218.66,210.0
2022-10-13,France (FR),193.8,182.96,195.02,218.46,259.97,302.44,335.08,301.56,297.91,277.7,262.7,254.99,255.0,263.58,269.54,293.89,319.96,346.8,290.1,252.68,227.17,207.68,231.32,219.6
2022-10-14,France (FR),212.12,211.62,218.92,229.49,272.25,350.0,412.65,327.39,297.26,282.41,262.01,238.37,221.42,242.69,258.6,274.0,290.0,301.12,266.99,217.94,220.03,193.0,191.76,174.0
2022-10-15,France (FR),163.8,144.74,139.9,133.36,147.49,161.17,187.02,199.33,185.09,160.0,144.91,136.57,118.54,120.0,136.07,172.0,193.08,205.89,167.76,154.99,145.21,137.35,129.08,114.63
2022-10-16,France (FR),112.57,69.86,80.0,79.72,89.53,86.09,107.95,125.0,114.73,127.83,138.77,128.77,126.32,100.56,86.78,167.3,198.73,225.84,178.02,144.96,140.04,134.55,128.31,114.41
2022-10-17,France (FR),105.65,89.64,89.64,113.25,139.42,177.89,202.21,193.66,205.83,195.08,190.12,174.99,181.4,168.32,172.55,224.42,267.87,281.15,231.96,192.4,196.06,147.0,141.64,135.71
2022-10-18,France (FR),140.35,139.95,147.25,148.58,211.07,268.67,286.82,259.04,203.5,183.32,167.21,162.0,177.76,180.32,203.65,220.62,249.77,259.95,210.84,170.49,162.21,156.12,130.99,125.18
2022-10-19,France (FR),121.42,123.73,128.28,142.03,159.77,228.27,232.85,195.11,166.41,157.32,149.45,130.22,142.4,131.5,153.05,190.38,220.1,212.62,161.83,141.73,140.66,130.85,107.61,88.27
2022-10-20,France (FR),77.39,69.94,66.74,97.0,132.8,168.05,195.95,167.65,168.2,167.43,160.42,143.82,141.05,163.15,155.06,180.07,188.25,197.01,172.53,146.6,137.1,129.36,131.99,118.62
2022-10-21,France (FR),113.36,111.01,84.92,84.98,151.94,187.81,203.6,200.59,182.1,177.86,162.82,166.35,166.28,156.03,153.32,197.18,206.63,203.05,172.76,161.58,156.87,143.4,143.43,125.47
2022-10-22,France (FR),113.94,115.0,106.0,103.22,120.0,118.81,127.28,145.3,139.63,129.38,125.88,117.74,110.2,109.26,99.25,126.09,179.13,183.41,164.64,143.0,137.01,132.42,110.66,99.15
2022-10-23,France (FR),93.54,90.0,72.41,70.85,64.29,104.29,72.52,103.63,96.0,93.23,83.47,76.17,78.31,72.93,86.44,59.3,88.0,121.99,106.81,91.82,84.71,76.35,56.21,53.27
2022-10-24,France (FR),41.98,29.85,41.83,54.59,68.29,103.69,122.1,108.91,114.32,112.39,78.38,67.82,68.19,86.83,96.5,109.98,136.46,150.16,116.95,95.74,96.31,89.45,77.48,58.19
2022-10-25,France (FR),62.45,61.15,74.52,78.6,88.9,118.65,141.11,130.37,110.16,108.18,101.55,88.65,88.88,102.0,115.6,153.02,182.09,189.17,153.32,127.7,117.45,112.33,94.63,88.8
2022-10-26,France (FR),85.9,80.4,81.55,88.6,94.26,135.89,145.02,135.0,128.87,112.8,105.16,94.26,94.9,93.83,99.39,119.13,173.32,170.02,138.02,111.97,99.1,90.1,96.63,97.52
2022-10-27,France (FR),97.92,91.72,90.0,95.0,110.0,135.0,172.32,143.38,128.92,118.81,104.67,100.65,106.68,120.06,139.73,154.23,169.54,152.92,138.3,130.58,124.36,101.1,90.31,89.64
2022-10-28,France (FR),88.02,88.02,88.6,90.1,111.33,127.59,134.76,123.79,119.6,114.94,106.13,101.03,100.5,93.66,105.25,124.35,133.31,135.31,123.31,115.04,105.82,94.38,93.85,92.77
2022-10-29,France (FR),90.41,87.98,87.0,86.57,89.33,101.96,115.04,109.0,95.48,87.0,84.0,80.9,83.6,88.17,90.55,105.78,131.31,133.41,120.08,109.9,103.8,97.49,103.2,100.55
2022-10-30,France (FR),100.25,100.15,98.41,98.5,98.98,100.55,110.27,114.0,104.38,97.81,100.03,100.0,100.0,109.43,124.61,140.2,156.0,170.38,165.0,147.52,139.08,127.0,109.26,136.77
2022-10-31,France (FR),119.09,116.32,114.6,115.07,124.17,145.96,166.56,168.0,153.3,143.35,141.95,141.96,145.96,155.0,169.15,166.78,180.0,183.26,168.22,147.3,136.78,120.85,101.3,95.34
2022-11-01,France (FR),78.12,71.83,55.24,56.04,56.95,79.47,84.03,93.7,95.92,89.74,82.0,85.91,80.88,81.1,85.0,96.39,121.73,133.79,134.54,103.51,90.87,99.58,118.33,84.45
2022-11-02,France (FR),94.73,95.3,67.16,63.8,102.09,116.47,139.55,152.29,129.0,115.3,106.3,105.33,103.54,107.74,107.28,125.72,166.29,180.0,177.65,131.38,119.13,113.1,107.0,120.0
2022-11-03,France (FR),104.11,98.7,91.96,74.33,92.52,97.56,110.81,130.0,120.46,109.41,112.1,125.5,129.07,133.3,139.44,139.22,144.11,173.52,155.33,137.41,132.2,128.49,113.72,151.15
2022-11-04,France (FR),147.25,146.15,135.3,122.13,135.27,174.79,206.05,215.15,209.9,204.96,197.35,194.79,189.01,191.94,205.17,207.98,239.99,240.55,217.74,195.58,187.0,179.8,172.85,150.59
2022-11-05,France (FR),158.94,138.99,130.65,130.65,135.0,147.4,142.2,142.82,144.35,137.12,128.4,125.56,115.12,126.88,138.03,151.24,166.93,170.0,163.29,149.99,148.49,129.0,114.72,138.34
2022-11-06,France (FR),130.36,110.94,96.09,85.7,96.09,96.11,102.04,98.87,92.61,90.93,94.24,92.1,95.16,96.4,97.38,103.99,134.08,155.61,144.59,116.62,106.5,123.2,86.6,142.95
2022-11-07,France (FR),103.8,103.2,102.65,100.89,105.09,131.34,154.31,159.93,146.2,103.8,102.65,100.32,97.68,98.87,151.61,115.0,165.3,167.64,163.45,149.54,125.53,103.61,102.0,96.03
2022-11-08,France (FR),88.01,85.76,79.76,72.25,88.01,96.1,132.61,138.16,120.81,113.87,99.5,96.58,98.0,100.75,125.97,131.28,145.0,159.69,158.9,147.78,119.17,129.22,112.26,107.35
2022-11-09,France (FR),101.75,100.41,97.27,97.27,100.0,124.06,153.89,165.58,152.83,135.17,130.71,126.82,123.64,145.6,155.67,159.25,195.87,205.29,190.0,160.39,148.51,131.27,124.96,119.28
2022-11-10,France (FR),114.52,109.91,106.61,105.63,118.37,159.49,190.18,208.09,206.04,167.65,185.92,115.8,113.75,143.82,161.33,197.19,213.53,206.89,199.39,190.38,167.9,139.92,134.14,139.05
2022-11-11,France (FR),135.29,126.06,109.23,104.0,108.74,117.0,139.39,152.99,127.47,113.3,125.56,124.93,114.22,134.74,164.36,151.34,197.22,208.22,180.11,158.85,136.09,132.41,122.79,138.86
2022-11-12,France (FR),134.21,130.01,126.8,129.44,129.68,158.0,172.29,165.05,165.94,139.26,130.89,134.48,137.45,145.28,108.69,119.01,220.0,238.0,199.71,177.44,162.18,155.88,158.69,168.8
2022-11-13,France (FR),152.21,143.0,127.0,134.07,135.29,135.29,150.75,155.96,133.35,123.66,138.7,135.0,127.2,139.47,143.42,152.39,192.56,198.31,170.23,158.26,150.8,155.57,136.87,157.96
2022-11-14,France (FR),140.93,127.66,124.52,115.99,144.92,176.84,241.31,251.6,246.1,234.91,230.08,203.07,196.21,207.32,213.23,214.74,256.25,255.08,239.19,225.02,168.45,158.98,154.37,144.85
2022-11-15,France (FR),136.36,136.0,118.79,119.2,138.26,165.83,213.32,229.26,215.53,203.26,202.4,193.46,207.61,224.13,224.08,218.61,224.43,219.36,231.63,186.85,174.27,154.75,141.24,113.41
2022-11-16,France (FR),103.26,114.5,96.1,86.48,106.34,160.4,220.53,258.65,228.89,210.25,202.52,201.74,194.22,209.54,229.44,244.85,261.15,240.81,217.86,172.62,134.13,110.28,86.02,99.57
2022-11-17,France (FR),75.77,77.04,37.06,47.95,69.98,143.59,135.7,161.77,189.32,188.06,173.59,161.55,156.91,178.74,179.2,184.58,254.37,264.7,285.1,215.29,156.36,181.27,203.01,214.21
2022-11-18,France (FR),171.81,142.46,121.08,128.06,155.79,209.47,285.0,288.26,262.79,252.9,249.92,241.36,235.51,259.52,277.67,287.73,303.27,310.23,325.54,281.4,261.0,239.99,239.1,195.0
2022-11-19,France (FR),209.91,195.08,168.0,144.06,150.02,149.93,211.32,205.7,215.07,242.73,205.05,188.6,192.8,213.34,227.11,243.39,281.98,287.29,260.7,240.0,232.0,218.94,205.01,204.12
2022-11-20,France (FR),193.1,189.66,181.46,170.66,175.88,180.08,194.19,200.03,215.03,212.03,217.99,210.05,198.85,205.15,224.6,241.95,267.37,273.0,266.44,244.9,215.1,212.03,172.21,141.21
2022-11-21,France (FR),143.87,153.83,148.58,159.57,168.48,268.52,295.72,324.05,302.72,287.52,288.87,274.4,276.12,291.69,303.2,300.83,321.15,315.41,285.08,253.01,220.0,199.93,156.01,122.28
2022-11-22,France (FR),115.77,99.97,82.3,88.42,105.74,163.01,233.87,250.29,237.99,242.2,244.8,246.08,252.39,258.96,260.06,255.9,284.96,294.9,286.61,254.04,243.66,219.44,194.12,175.04
2022-11-23,France (FR),162.9,135.02,124.45,127.95,167.65,209.29,258.46,268.55,231.19,201.97,186.16,184.48,174.47,186.74,190.97,212.0,226.84,226.94,227.69,173.16,158.69,148.55,125.34,143.14
2022-11-24,France (FR),121.29,116.1,112.02,115.3,155.38,214.89,294.56,316.63,294.94,295.02,289.9,271.52,269.56,269.54,300.97,301.04,323.4,300.6,286.12,261.56,229.94,217.1,190.96,187.67
2022-11-25,France (FR),175.19,163.07,151.82,157.88,183.53,238.42,302.5,325.06,308.02,281.42,272.58,264.1,273.55,290.12,310.42,327.36,349.9,337.95,324.42,277.23,266.32,269.92,226.03,212.77
2022-11-26,France (FR),210.7,222.8,200.0,197.99,211.94,214.94,228.07,264.96,279.86,257.83,253.42,249.99,237.75,257.61,264.02,288.2,315.92,306.1,270.08,232.22,213.37,200.0,173.69,144.88
2022-11-27,France (FR),135.0,122.01,99.4,99.4,105.64,129.06,138.66,144.22,159.13,173.27,195.3,193.24,191.7,198.01,201.16,200.33,221.89,250.53,232.61,202.56,197.19,199.78,214.43,248.98
2022-11-28,France (FR),165.43,203.85,172.16,164.78,198.17,267.36,335.89,365.15,367.7,370.0,365.91,360.1,367.2,383.91,397.91,393.24,415.58,415.7,428.45,375.0,312.0,294.98,282.9,271.7
2022-11-29,France (FR),267.9,255.38,226.38,235.32,271.44,295.71,396.22,444.92,445.32,445.91,435.6,418.05,424.26,446.38,450.7,460.04,501.1,486.86,463.82,400.0,334.9,297.66,282.27,297.41
2022-11-30,France (FR),285.08,276.11,260.55,267.63,290.0,330.9,434.43,478.1,478.6,474.71,482.52,449.99,450.47,464.24,458.76,478.4,503.55,495.2,465.14,422.61,344.0,316.78,309.36,292.01
2022-12-01,France (FR),290.79,283.65,273.3,270.74,283.31,341.33,440.5,459.89,457.65,441.57,437.93,427.31,437.37,451.52,457.71,456.93,484.07,469.79,457.89,427.77,379.49,340.3,321.0,334.26
2022-12-02,France (FR),324.08,310.5,298.53,300.72,317.62,366.02,434.72,450.15,460.7,437.44,431.9,420.14,395.15,429.61,440.67,419.13,406.23,409.26,403.8,410.6,347.96,353.45,334.0,311.24
2022-12-03,France (FR),277.92,287.47,253.54,238.67,251.81,272.1,315.39,325.44,349.95,331.0,330.07,322.77,316.06,315.91,315.91,331.0,358.73,355.4,331.0,310.48,289.9,299.0,297.1,302.08
2022-12-04,France (FR),293.86,287.55,257.0,235.98,230.51,237.0,289.0,289.0,300.0,306.64,318.31,318.48,306.33,306.21,308.24,325.06,370.1,400.0,392.4,375.0,313.23,308.32,302.3,293.51
2022-12-05,France (FR),295.01,295.8,268.6,290.0,290.9,329.72,392.96,439.6,426.18,414.71,433.5,404.91,392.96,413.46,429.91,430.67,444.98,455.21,452.19,393.73,333.11,324.56,310.62,319.86
2022-12-06,France (FR),318.59,310.89,300.95,287.38,309.23,366.52,465.15,541.27,520.62,489.47,497.15,463.06,448.75,458.3,482.44,490.74,479.4,490.79,486.29,448.54,349.66,348.61,369.0,350.38
2022-12-07,France (FR),352.98,373.14,328.64,288.03,338.88,461.16,472.37,532.0,498.57,453.96,439.18,417.98,397.74,413.88,436.74,454.07,545.05,544.37,567.8,453.98,395.4,399.0,394.55,357.39
2022-12-08,France (FR),331.11,322.35,304.66,296.35,304.8,372.84,478.03,472.72,482.1,475.59,463.53,445.2,445.06,453.83,456.99,462.92,498.21,508.91,504.34,462.52,386.54,376.13,354.55,362.64
2022-12-09,France (FR),334.86,318.48,314.69,309.28,321.19,377.71,463.66,548.86,521.72,520.67,524.42,481.1,470.0,476.44,507.56,557.98,507.91,524.07,561.9,502.07,419.2,448.37,381.55,336.74
2022-12-10,France (FR),338.87,331.36,309.1,293.35,304.99,309.36,336.37,350.0,396.61,419.33,412.38,398.1,375.9,377.07,393.5,420.59,449.92,442.7,451.1,379.66,348.25,354.68,354.92,310.47
2022-12-11,France (FR),304.83,298.7,284.08,279.9,277.66,286.55,303.65,305.55,322.05,334.17,344.14,348.45,324.74,328.21,336.51,361.6,413.94,435.64,415.95,387.12,335.35,336.9,316.8,318.45
2022-12-12,France (FR),305.83,308.93,297.12,303.49,319.38,392.24,505.0,658.6,753.0,510.16,497.62,494.79,510.52,514.37,535.78,558.04,603.29,620.33,549.6,491.82,408.9,369.62,344.87,313.13
2022-12-13,France (FR),308.26,295.35,284.66,287.42,316.07,368.9,499.7,571.76,553.29,550.1,552.55,501.52,506.03,552.71,570.25,590.0,665.01,628.82,541.99,499.74,413.0,371.78,381.0,346.85
2022-12-14,France (FR),321.0,324.94,289.36,292.79,312.14,368.82,494.97,539.99,569.72,565.18,568.01,511.08,501.34,514.95,528.53,545.0,590.0,557.0,520.57,487.9,396.67,351.72,336.28,305.83
2022-12-15,France (FR),295.7,289.35,271.39,274.14,292.14,346.39,460.59,490.03,489.66,474.55,467.94,433.51,426.68,455.05,469.93,485.03,500.0,499.91,485.53,439.9,367.72,365.76,314.0,296.3
2022-12-16,France (FR),287.69,280.0,269.83,277.87,290.0,337.6,454.07,543.49,561.08,543.23,537.39,481.35,456.87,461.5,465.14,478.55,505.0,489.99,467.78,408.77,339.57,317.04,305.4,290.24
2022-12-17,France (FR),272.07,267.74,253.32,245.47,240.0,244.54,266.59,291.49,299.81,302.13,291.44,270.07,259.15,268.99,283.5,305.13,335.42,335.42,330.0,291.09,261.69,280.0,273.86,260.6
2022-12-18,France (FR),264.0,260.5,258.3,219.0,196.56,183.41,229.23,222.94,255.8,226.51,255.0,280.39,224.43,229.5,239.86,238.2,254.92,252.0,215.4,294.05,163.08,190.7,118.06,123.57
2022-12-19,France (FR),108.64,94.83,77.24,77.47,109.11,177.01,240.03,250.33,250.46,248.85,247.05,248.7,245.8,249.43,251.72,252.15,253.43,260.14,254.67,218.73,193.68,166.33,207.23,108.19
2022-12-20,France (FR),92.41,92.45,76.35,81.94,100.96,154.66,203.4,225.55,237.6,228.4,233.0,224.21,218.11,233.42,235.24,234.02,278.59,310.14,289.24,275.77,229.49,233.11,226.9,186.78
2022-12-21,France (FR),178.85,179.25,167.93,168.96,180.0,218.89,253.73,273.0,269.82,251.71,248.24,239.07,233.54,241.71,230.2,227.44,246.67,235.9,226.28,215.86,194.9,188.24,162.21,158.85
2022-12-22,France (FR),144.97,139.84,129.45,106.32,155.92,183.86,224.72,224.4,225.62,226.69,224.76,224.55,217.32,213.78,213.42,216.32,236.11,232.0,221.89,211.7,188.86,178.24,173.14,148.72
2022-12-23,France (FR),148.72,146.39,137.87,141.0,148.55,169.45,189.19,217.0,222.2,225.09,184.95,191.33,149.1,165.96,149.7,152.66,212.01,209.93,198.44,181.34,152.11,148.74,119.9,81.2
2022-12-24,France (FR),50.4,50.0,32.52,36.0,48.48,57.53,98.2,122.2,145.87,144.57,142.78,138.8,142.48,151.03,160.08,163.05,169.51,157.84,145.05,129.67,120.0,116.7,110.78,120.28
2022-12-25,France (FR),112.11,106.65,90.84,85.7,85.65,85.64,92.7,110.1,113.28,122.34,121.63,101.62,95.6,93.58,110.08,114.58,137.12,132.56,121.5,123.34,110.72,103.56,100.0,50.3
2022-12-26,France (FR),36.98,30.2,21.3,17.9,16.33,18.11,23.29,38.68,53.57,59.3,59.0,54.9,55.19,58.6,60.78,80.0,126.0,167.11,189.26,150.0,139.98,154.86,132.56,84.2
2022-12-27,France (FR),91.0,80.02,62.09,63.2,85.0,98.71,122.04,152.26,156.32,139.27,143.03,147.57,126.42,139.08,143.32,147.58,158.69,164.69,159.66,147.56,128.8,107.84,98.71,40.28
2022-12-28,France (FR),33.13,11.2,0.1,1.26,3.12,21.78,45.8,66.61,78.5,81.49,71.2,57.87,60.01,73.73,59.47,73.21,99.97,96.95,79.74,66.23,52.85,40.07,22.32,0.13
2022-12-29,France (FR),0.01,-0.05,-1.44,-1.18,-0.04,1.07,4.88,21.97,36.0,42.27,44.57,49.02,38.77,44.82,51.12,54.7,60.67,72.28,68.39,54.18,47.42,41.15,25.91,38.97
2022-12-30,France (FR),5.09,3.09,0.65,0.57,4.88,10.93,23.89,27.74,30.95,28.64,27.34,20.84,22.83,28.58,31.6,26.0,34.27,27.44,21.78,15.0,4.12,4.11,4.11,1.06
2022-12-31,France (FR),0.13,0.06,0.0,0.0,0.0,0.01,0.11,1.0,1.0,0.4,0.57,0.2,0.16,2.72,13.42,12.78,19.58,20.47,18.11,7.6,3.69,1.88,0.1,0.0
